narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,narration_number,narration_number_large,verb_noun_pair,affordance,irr-action,grasp-type,affordance_classes,irr-action_classes,action_classes,verb_classes
P01_02_35,P01,P01_02,00:01:48.920,00:01:49.17,00:01:50.91,6550,6654,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],2.0035,10002.0035,put-down--saucepan,place4,place,4,7,3,23,2
P01_02_36,P01,P01_02,00:01:51.149,00:01:50.75,00:01:52.25,6645,6735,put down colander,put-down,1,colander,39,['colander'],[39],2.0036,10002.0036,put-down--colander,place4,place,4,7,3,31,2
P01_02_41,P01,P01_02,00:02:17.910,00:02:16.33,00:02:17.93,8179,8275,put down pan,put-down,1,pan,5,['pan'],[5],2.0041,10002.0041,put-down--pan,place4,place,4,7,3,11,2
P01_02_45,P01,P01_02,00:02:31.720,00:02:32.32,00:02:33.57,9139,9214,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],2.0045,10002.0045,put-down--board:cutting,place1,place,1,3,3,5,2
P01_02_51,P01,P01_02,00:02:48.450,00:02:48.31,00:02:49.34,10098,10160,take spoon,take,0,spoon,1,['spoon'],[1],2.0051,10002.0051,take--spoon,pick3,pick,3,4,4,24,3
P01_02_57,P01,P01_02,00:02:57.420,00:02:56.55,00:02:59.73,10593,10783,rinse spoon,rinse,2,spoon,1,['spoon'],[1],2.0057,10002.0057,rinse--spoon,rub5,rub,5,15,10,32,10
P01_02_64,P01,P01_02,00:03:37.290,00:03:37.48,00:03:38.43,13048,13105,put down colander,put-down,1,colander,39,['colander'],[39],2.0064,10002.0064,put-down--colander,place1,place,1,3,3,31,2
P01_02_65,P01,P01_02,00:03:38.290,00:03:38.35,00:03:39.61,13101,13176,take spatula,take,0,spatula,20,['spatula'],[20],2.0065,10002.0065,take--spatula,pick3,pick,3,4,4,13,3
P01_02_67,P01,P01_02,00:03:46.420,00:03:46.66,00:03:48.11,13599,13686,put down spatula,put-down,1,spatula,20,['spatula'],[20],2.0067,10002.0067,put-down--spatula,place3,place,3,5,3,14,2
P01_02_71,P01,P01_02,00:04:05.830,00:04:05.66,00:04:08.95,14739,14937,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],2.0071,10002.0071,put-down--saucepan,place4,place,4,7,3,23,2
P01_02_74,P01,P01_02,00:04:23.710,00:04:13.77,00:04:21.44,15226,15686,rinse pan,rinse,2,pan,5,['pan'],[5],2.0074,10002.0074,rinse--pan,rub(overturn)4,rub(overturn),4,16,11,33,10
P01_02_78,P01,P01_02,00:04:29.620,00:04:22.51,00:04:30.91,15750,16254,still rinsing pan,rinse,2,pan,5,['pan'],[5],2.0078,10002.0078,rinse--pan,rub(overturn)4,rub(overturn),4,16,11,33,10
P01_02_80,P01,P01_02,00:04:33.460,00:04:38.90,00:04:45.87,16734,17152,rinse pan,rinse,2,pan,5,['pan'],[5],2.008,10002.008,rinse--pan,rub(overturn)4,rub(overturn),4,16,11,33,10
P01_02_81,P01,P01_02,00:04:45.300,00:04:39.21,00:04:48.69,16752,17321,still rinsing pan,rinse,2,pan,5,['pan'],[5],2.0081,10002.0081,rinse--pan,rub(overturn)4,rub(overturn),4,16,11,33,10
P01_02_82,P01,P01_02,00:04:48.419,00:04:48.79,00:04:50.98,17327,17458,put down pan,put-down,1,pan,5,['pan'],[5],2.0082,10002.0082,put-down--pan,place4,place,4,7,3,11,2
P01_02_83,P01,P01_02,00:04:50.259,00:04:50.08,00:04:51.44,17404,17486,take knife,take,0,knife,4,['knife'],[4],2.0083,10002.0083,take--knife,pick3,pick,3,4,4,7,3
P01_02_84,P01,P01_02,00:04:51.259,00:04:51.32,00:04:55.41,17479,17724,rinse knife,rinse,2,knife,4,['knife'],[4],2.0084,10002.0084,rinse--knife,rub(overturn)5,rub(overturn),5,17,11,34,10
P01_02_85,P01,P01_02,00:04:56.560,00:04:55.47,00:04:56.22,17728,17773,take fork,take,0,fork,14,['fork'],[14],2.0085,10002.0085,take--fork,pick3,pick,3,4,4,21,3
P01_02_86,P01,P01_02,00:04:55.560,00:04:55.49,00:04:56.98,17729,17818,put down knife,put-down,1,knife,4,['knife'],[4],2.0086,10002.0086,put-down--knife,place3,place,3,5,3,8,2
P01_02_88,P01,P01_02,00:04:59.580,00:04:59.67,00:05:00.45,17980,18027,put down fork,put-down,1,fork,14,['fork'],[14],2.0088,10002.0088,put-down--fork,place3,place,3,5,3,22,2
P01_02_89,P01,P01_02,00:05:00.580,00:05:00.52,00:05:01.27,18031,18076,take plate,take,0,plate,2,['plate'],[2],2.0089,10002.0089,take--plate,pick1,pick,1,12,4,19,3
P01_02_90,P01,P01_02,00:05:01.580,00:05:01.47,00:05:05.47,18088,18328,rinse plate,rinse,2,plate,2,['plate'],[2],2.009,10002.009,rinse--plate,rub(overturn)1,rub(overturn),1,18,11,35,10
P01_02_91,P01,P01_02,00:05:05.919,00:05:05.57,00:05:08.25,18334,18495,still rinsing plate,rinse,2,plate,2,['plate'],[2],2.0091,10002.0091,rinse--plate,rub(overturn)1,rub(overturn),1,18,11,35,10
P01_02_92,P01,P01_02,00:05:08.960,00:05:09.10,00:05:11.17,18546,18670,put down plate,put-down,1,plate,2,['plate'],[2],2.0092,10002.0092,put-down--plate,place1,place,1,3,3,20,2
P01_02_96,P01,P01_02,00:05:24.219,00:05:24.25,00:05:27.00,19455,19620,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],2.0096,10002.0096,put-down--board:cutting,place1,place,1,3,3,5,2
P01_02_110,P01,P01_02,00:06:18.310,00:06:17.71,00:06:18.97,22662,22738,open bin,open,3,bin,36,['bin'],[36],2.011,10002.011,open--bin,uplift2,uplift,2,14,9,30,1
P01_02_122,P01,P01_02,00:07:05.520,00:07:04.49,00:07:05.83,25469,25549,close tap,turn-off,8,tap,0,['tap'],[0],2.0122,10002.0122,turn-off--tap,press0,press,0,6,5,10,4
P01_02_133,P01,P01_02,00:07:45.159,00:07:43.80,00:07:45.80,27828,27948,open drawer,open,3,drawer,8,['drawer'],[8],2.0133,10002.0133,open--drawer,pull4,pull,4,1,1,3,1
P01_02_136,P01,P01_02,00:07:49.409,00:07:48.46,00:07:50.99,28107,28259,close lid,close,4,lid,6,['lid'],[6],2.0136,10002.0136,close--lid,press1,press,1,11,5,18,0
P01_02_138,P01,P01_02,00:07:55.740,00:07:55.91,00:07:56.68,28554,28600,open fridge,open,3,fridge,12,['fridge'],[12],2.0138,10002.0138,open--fridge,pull4,pull,4,1,1,1,1
P01_02_140,P01,P01_02,00:08:02.069,00:08:02.12,00:08:03.47,28927,29008,close fridge,close,4,fridge,12,['fridge'],[12],2.014,10002.014,close--fridge,push0,push,0,2,2,2,0
P01_02_142,P01,P01_02,00:08:09.719,00:08:09.00,00:08:13.10,29340,29586,pour water into glass,pour-into,9,water,27,"['water', 'glass']","[27, 10]",2.0142,10002.0142,pour-into--water,hold1,hold,1,10,8,16,7
P01_02_143,P01,P01_02,00:08:13.550,00:08:13.20,00:08:14.20,29592,29652,put down bottle,put-down,1,bottle,15,['bottle'],[15],2.0143,10002.0143,put-down--bottle,place1,place,1,3,3,36,2
P01_02_145,P01,P01_02,00:08:16.309,00:08:14.65,00:08:17.15,29679,29829,close bottle,close,4,bottle,15,['bottle'],[15],2.0145,10002.0145,close--bottle,press3,press,3,19,5,37,0
P01_03_4,P01,P01_03,00:00:11.490,00:00:11.61,00:00:13.12,696,787,open fridge,open,3,fridge,12,['fridge'],[12],3.0004,10003.0004,open--fridge,pull4,pull,4,1,1,1,1
P01_03_9,P01,P01_03,00:00:20.840,00:00:19.68,00:00:22.53,1180,1351,close fridge,close,4,fridge,12,['fridge'],[12],3.0009,10003.0009,close--fridge,push0,push,0,2,2,2,0
P01_03_10,P01,P01_03,00:00:24.350,00:00:24.77,00:00:25.93,1486,1555,put down container,put-down,1,container,21,['container'],[21],3.001,10003.001,put-down--container,place1,place,1,3,3,29,2
P01_03_17,P01,P01_03,00:00:46.280,00:00:45.67,00:00:47.70,2740,2862,open cupboard,open,3,cupboard,3,['cupboard'],[3],3.0017,10003.0017,open--cupboard,pull4,pull,4,1,1,4,1
P01_03_19,P01,P01_03,00:00:50.700,00:00:50.75,00:00:51.60,3045,3096,put down cup,put-down,1,cup,13,['cup'],[13],3.0019,10003.0019,put-down--cup,place1,place,1,3,3,38,2
P01_03_25,P01,P01_03,00:01:10.570,00:01:09.59,00:01:11.17,4175,4270,open fridge,open,3,fridge,12,['fridge'],[12],3.0025,10003.0025,open--fridge,pull4,pull,4,1,1,1,1
P01_03_27,P01,P01_03,00:01:12.740,00:01:12.14,00:01:13.46,4328,4407,close fridge,close,4,fridge,12,['fridge'],[12],3.0027,10003.0027,close--fridge,push0,push,0,2,2,2,0
P01_03_28,P01,P01_03,00:01:16.540,00:01:16.30,00:01:17.05,4578,4623,open drawer,open,3,drawer,8,['drawer'],[8],3.0028,10003.0028,open--drawer,pull4,pull,4,1,1,3,1
P01_03_29,P01,P01_03,00:01:18.310,00:01:18.34,00:01:19.35,4700,4761,take spoon,take,0,spoon,1,['spoon'],[1],3.0029,10003.0029,take--spoon,pick3,pick,3,4,4,24,3
P01_03_30,P01,P01_03,00:01:19.540,00:01:19.45,00:01:20.45,4767,4827,close drawer,close,4,drawer,8,['drawer'],[8],3.003,10003.003,close--drawer,push0,push,0,2,2,9,0
P01_03_31,P01,P01_03,00:01:20.540,00:01:21.84,00:01:22.60,4910,4956,put down spoon,put-down,1,spoon,1,['spoon'],[1],3.0031,10003.0031,put-down--spoon,place3,place,3,5,3,25,2
P01_03_32,P01,P01_03,00:01:23.240,00:01:23.34,00:01:24.22,5000,5053,open cupboard,open,3,cupboard,3,['cupboard'],[3],3.0032,10003.0032,open--cupboard,pull4,pull,4,1,1,4,1
P01_03_34,P01,P01_03,00:01:27.909,00:01:27.74,00:01:29.45,5264,5367,close cupboard,close,4,cupboard,3,['cupboard'],[3],3.0034,10003.0034,close--cupboard,push0,push,0,2,2,6,0
P01_04_1,P01,P01_04,00:00:03.480,00:00:02.87,00:00:05.10,172,306,put down cup,put-down,1,cup,13,['cup'],[13],4.0001,10004.0001,put-down--cup,place1,place,1,3,3,38,2
P01_04_6,P01,P01_04,00:00:19.260,00:00:18.91,00:00:20.16,1134,1209,open cupboard,open,3,cupboard,3,['cupboard'],[3],4.0006,10004.0006,open--cupboard,pull4,pull,4,1,1,4,1
P01_04_8,P01,P01_04,00:00:23.490,00:00:22.78,00:00:24.28,1366,1456,close cupboard,close,4,cupboard,3,['cupboard'],[3],4.0008,10004.0008,close--cupboard,push0,push,0,2,2,6,0
P01_04_16,P01,P01_04,00:00:53.859,00:00:52.51,00:00:56.16,3150,3369,rinse spoon,rinse,2,spoon,1,['spoon'],[1],4.0016,10004.0016,rinse--spoon,rub5,rub,5,15,10,32,10
P01_04_22,P01,P01_04,00:01:11.750,00:01:11.40,00:01:12.08,4284,4324,close tap,turn-off,8,tap,0,['tap'],[0],4.0022,10004.0022,turn-off--tap,press0,press,0,6,5,10,4
P01_04_25,P01,P01_04,00:01:22.930,00:01:22.14,00:01:25.14,4928,5108,open bottle,open,3,bottle,15,['bottle'],[15],4.0025,10004.0025,open--bottle,pull3,pull,3,20,1,39,1
P01_04_27,P01,P01_04,00:01:27.049,00:01:26.34,00:01:30.61,5180,5436,pour water,pour,9,water,27,['water'],[27],4.0027,10004.0027,pour--water,hold1,hold,1,10,8,17,8
P01_04_29,P01,P01_04,00:01:32.500,00:01:37.91,00:01:40.35,5874,6021,put down bottle,put-down,1,bottle,15,['bottle'],[15],4.0029,10004.0029,put-down--bottle,place1,place,1,3,3,36,2
P01_04_30,P01,P01_04,00:01:40.200,00:01:38.95,00:01:40.61,5937,6036,put down glass,put-down,1,glass,10,['glass'],[10],4.003,10004.003,put-down--glass,place1,place,1,3,3,27,2
P01_05_0,P01,P01_05,00:00:04.680,00:00:04.14,00:00:05.93,248,355,open fridge,open,3,fridge,12,['fridge'],[12],5.0,10005.0,open--fridge,pull4,pull,4,1,1,1,1
P01_05_5,P01,P01_05,00:00:17.820,00:00:16.33,00:00:19.87,979,1192,close fridge,close,4,fridge,12,['fridge'],[12],5.0005,10005.0005,close--fridge,push0,push,0,2,2,2,0
P01_05_8,P01,P01_05,00:00:28.530,00:00:27.53,00:00:29.29,1651,1757,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],5.0008,10005.0008,put-down--board:cutting,place1,place,1,3,3,5,2
P01_05_9,P01,P01_05,00:00:30.050,00:00:30.03,00:00:31.10,1801,1866,open cupboard,open,3,cupboard,3,['cupboard'],[3],5.0009,10005.0009,open--cupboard,pull4,pull,4,1,1,4,1
P01_05_11,P01,P01_05,00:00:35.870,00:00:34.79,00:00:36.91,2087,2214,take plate,take,0,plate,2,['plate'],[2],5.0011,10005.0011,take--plate,pick1,pick,1,12,4,19,3
P01_05_12,P01,P01_05,00:00:38.250,00:00:36.95,00:00:39.95,2217,2397,take plate,take,0,plate,2,['plate'],[2],5.0012,10005.0012,take--plate,pick1,pick,1,12,4,19,3
P01_05_13,P01,P01_05,00:00:40.390,00:00:40.30,00:00:41.55,2418,2493,put down plate,put-down,1,plate,2,['plate'],[2],5.0013,10005.0013,put-down--plate,place1,place,1,3,3,20,2
P01_05_16,P01,P01_05,00:00:49.260,00:00:48.45,00:00:49.20,2907,2952,open cupboard,open,3,cupboard,3,['cupboard'],[3],5.0016,10005.0016,open--cupboard,pull4,pull,4,1,1,4,1
P01_05_21,P01,P01_05,00:01:05.640,00:01:04.53,00:01:08.44,3871,4106,take bowls,take,0,bowl,7,['bowl'],[7],5.0021,10005.0021,take--bowl,pick1,pick,1,12,4,40,3
P01_05_31,P01,P01_05,00:01:45.080,00:01:44.75,00:01:45.95,6285,6357,open drawer,open,3,drawer,8,['drawer'],[8],5.0031,10005.0031,open--drawer,pull4,pull,4,1,1,3,1
P01_05_33,P01,P01_05,00:01:51.090,00:01:49.86,00:01:50.85,6591,6651,take knife,take,0,knife,4,['knife'],[4],5.0033,10005.0033,take--knife,pick3,pick,3,4,4,7,3
P01_05_35,P01,P01_05,00:01:53.090,00:01:51.94,00:01:52.51,6716,6750,put down knife,put-down,1,knife,4,['knife'],[4],5.0035,10005.0035,put-down--knife,place3,place,3,5,3,8,2
P01_05_36,P01,P01_05,00:01:54.090,00:01:52.75,00:01:53.82,6765,6829,take spatula,take,0,spatula,20,['spatula'],[20],5.0036,10005.0036,take--spatula,pick3,pick,3,4,4,13,3
P01_05_38,P01,P01_05,00:01:59.470,00:01:59.65,00:02:01.77,7179,7306,open drawer,open,3,drawer,8,['drawer'],[8],5.0038,10005.0038,open--drawer,pull4,pull,4,1,1,3,1
P01_05_40,P01,P01_05,00:02:00.470,00:02:01.70,00:02:02.66,7302,7359,put down spatula,put-down,1,spatula,20,['spatula'],[20],5.004,10005.004,put-down--spatula,place3,place,3,5,3,14,2
P01_05_43,P01,P01_05,00:02:06.979,00:02:06.46,00:02:07.84,7587,7670,open drawer,open,3,drawer,8,['drawer'],[8],5.0043,10005.0043,open--drawer,pull4,pull,4,1,1,3,1
P01_05_45,P01,P01_05,00:02:20.909,00:02:19.79,00:02:21.79,8387,8507,close drawers,close,4,drawer,8,['drawer'],[8],5.0045,10005.0045,close--drawer,push0,push,0,2,2,9,0
P01_05_46,P01,P01_05,00:02:25.150,00:02:22.09,00:02:24.41,8525,8664,close cupboard,close,4,cupboard,3,['cupboard'],[3],5.0046,10005.0046,close--cupboard,push0,push,0,2,2,6,0
P01_05_47,P01,P01_05,00:02:23.169,00:02:22.18,00:02:23.82,8530,8629,close cupboard,close,4,cupboard,3,['cupboard'],[3],5.0047,10005.0047,close--cupboard,push0,push,0,2,2,6,0
P01_05_48,P01,P01_05,00:02:31.230,00:02:24.51,00:02:26.32,8670,8779,close cupboard,close,4,cupboard,3,['cupboard'],[3],5.0048,10005.0048,close--cupboard,push0,push,0,2,2,6,0
P01_05_49,P01,P01_05,00:02:26.930,00:02:26.57,00:02:28.43,8794,8905,open cupboard,open,3,cupboard,3,['cupboard'],[3],5.0049,10005.0049,open--cupboard,pull4,pull,4,1,1,4,1
P01_05_52,P01,P01_05,00:02:37.079,00:02:36.88,00:02:38.30,9412,9498,close cupboard,close,4,cupboard,3,['cupboard'],[3],5.0052,10005.0052,close--cupboard,push0,push,0,2,2,6,0
P01_05_58,P01,P01_05,00:02:51.329,00:02:48.84,00:03:00.57,10130,10834,pour water into kettle,pour-into,9,water,27,"['water', 'kettle']","[27, 44]",5.0058,10005.0058,pour-into--water,hold1,hold,1,10,8,16,7
P01_05_60,P01,P01_05,00:03:00.489,00:03:00.67,00:03:01.42,10840,10885,close tap,turn-off,8,tap,0,['tap'],[0],5.006,10005.006,turn-off--tap,press0,press,0,6,5,10,4
P01_05_63,P01,P01_05,00:03:08.949,00:03:06.77,00:03:07.81,11206,11268,take spoon,take,0,spoon,1,['spoon'],[1],5.0063,10005.0063,take--spoon,pick3,pick,3,4,4,24,3
P01_05_64,P01,P01_05,00:03:09.980,00:03:10.41,00:03:11.28,11424,11476,open drawer,open,3,drawer,8,['drawer'],[8],5.0064,10005.0064,open--drawer,pull4,pull,4,1,1,3,1
P01_05_65,P01,P01_05,00:03:11.879,00:03:11.24,00:03:12.18,11474,11530,put spoon,put,1,spoon,1,['spoon'],[1],5.0065,10005.0065,put--spoon,place3,place,3,5,3,41,11
P01_05_66,P01,P01_05,00:03:12.879,00:03:11.57,00:03:12.93,11494,11575,close drawer,close,4,drawer,8,['drawer'],[8],5.0066,10005.0066,close--drawer,push0,push,0,2,2,9,0
P01_05_69,P01,P01_05,00:03:16.859,00:03:16.86,00:03:17.81,11811,11868,open drawer,open,3,drawer,8,['drawer'],[8],5.0069,10005.0069,open--drawer,pull4,pull,4,1,1,3,1
P01_05_70,P01,P01_05,00:03:17.889,00:03:17.68,00:03:19.20,11860,11952,take knife,take,0,knife,4,['knife'],[4],5.007,10005.007,take--knife,pick3,pick,3,4,4,7,3
P01_05_71,P01,P01_05,00:03:19.319,00:03:19.24,00:03:19.82,11954,11989,close drawer,close,4,drawer,8,['drawer'],[8],5.0071,10005.0071,close--drawer,push0,push,0,2,2,9,0
P01_05_72,P01,P01_05,00:03:20.319,00:03:20.50,00:03:21.39,12030,12083,put down knife,put-down,1,knife,4,['knife'],[4],5.0072,10005.0072,put-down--knife,place3,place,3,5,3,8,2
P01_05_82,P01,P01_05,00:04:48.970,00:04:48.03,00:04:48.61,17281,17316,put down knife,put-down,1,knife,4,['knife'],[4],5.0082,10005.0082,put-down--knife,place3,place,3,5,3,8,2
P01_05_83,P01,P01_05,00:04:49.970,00:04:48.46,00:04:49.16,17307,17349,take knife,take,0,knife,4,['knife'],[4],5.0083,10005.0083,take--knife,pick3,pick,3,4,4,7,3
P01_05_84,P01,P01_05,00:04:50.970,00:04:50.15,00:04:51.36,17409,17481,open drawer,open,3,drawer,8,['drawer'],[8],5.0084,10005.0084,open--drawer,pull4,pull,4,1,1,3,1
P01_05_86,P01,P01_05,00:04:52.970,00:04:52.02,00:04:53.06,17521,17583,close drawer,close,4,drawer,8,['drawer'],[8],5.0086,10005.0086,close--drawer,push0,push,0,2,2,9,0
P01_05_93,P01,P01_05,00:05:09.990,00:05:10.13,00:05:11.01,18607,18660,open bin,open,3,bin,36,['bin'],[36],5.0093,10005.0093,open--bin,uplift2,uplift,2,14,9,30,1
P01_05_97,P01,P01_05,00:05:25.580,00:05:25.58,00:05:26.48,19534,19588,open bin,open,3,bin,36,['bin'],[36],5.0097,10005.0097,open--bin,uplift2,uplift,2,14,9,30,1
P01_05_100,P01,P01_05,00:05:35.729,00:05:34.82,00:05:37.70,20089,20262,turn on hob,turn-on,6,hob,24,['hob'],[24],5.01,10005.01,turn-on--hob,rotate5,rotate,5,8,6,12,5
P01_05_101,P01,P01_05,00:05:38.789,00:05:37.82,00:05:40.42,20269,20425,open cupboard,open,3,cupboard,3,['cupboard'],[3],5.0101,10005.0101,open--cupboard,pull4,pull,4,1,1,4,1
P01_05_103,P01,P01_05,00:05:46.189,00:05:43.84,00:05:46.50,20630,20790,close cupboard,close,4,cupboard,3,['cupboard'],[3],5.0103,10005.0103,close--cupboard,push0,push,0,2,2,6,0
P01_05_106,P01,P01_05,00:06:19.370,00:06:19.96,00:06:21.66,22797,22899,pour water into saucepan,pour-into,9,water,27,"['water', 'saucepan']","[27, 5]",5.0106,10005.0106,pour-into--water,hold1,hold,1,10,8,16,7
P01_05_107,P01,P01_05,00:06:28.560,00:06:24.26,00:06:30.73,23055,23443,still pouring water,pour,9,water,27,['water'],[27],5.0107,10005.0107,pour--water,hold1,hold,1,10,8,17,8
P01_05_110,P01,P01_05,00:06:38.659,00:06:38.72,00:06:39.60,23923,23976,open drawer,open,3,drawer,8,['drawer'],[8],5.011,10005.011,open--drawer,pull4,pull,4,1,1,3,1
P01_05_111,P01,P01_05,00:06:40.030,00:06:39.68,00:06:40.68,23980,24040,take spoon,take,0,spoon,1,['spoon'],[1],5.0111,10005.0111,take--spoon,pick3,pick,3,4,4,24,3
P01_05_112,P01,P01_05,00:06:41.030,00:06:40.78,00:06:42.28,24046,24136,close drawer,close,4,drawer,8,['drawer'],[8],5.0112,10005.0112,close--drawer,push0,push,0,2,2,9,0
P01_05_117,P01,P01_05,00:06:54.699,00:06:53.83,00:06:54.53,24829,24871,put down spoon,put-down,1,spoon,1,['spoon'],[1],5.0117,10005.0117,put-down--spoon,place3,place,3,5,3,25,2
P01_05_120,P01,P01_05,00:07:06.449,00:07:05.69,00:07:07.79,25541,25667,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],5.012,10005.012,put-down--board:cutting,place1,place,1,3,3,5,2
P01_05_127,P01,P01_05,00:07:49.240,00:07:48.96,00:07:49.96,28137,28197,open cupboard,open,3,cupboard,3,['cupboard'],[3],5.0127,10005.0127,open--cupboard,pull4,pull,4,1,1,4,1
P01_05_129,P01,P01_05,00:07:53.309,00:07:52.37,00:07:54.25,28342,28455,close cupboard,close,4,cupboard,3,['cupboard'],[3],5.0129,10005.0129,close--cupboard,push0,push,0,2,2,6,0
P01_05_133,P01,P01_05,00:08:00.860,00:08:00.62,00:08:01.57,28837,28894,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],5.0133,10005.0133,put-down--board:cutting,place1,place,1,3,3,5,2
P01_05_134,P01,P01_05,00:08:01.860,00:08:01.67,00:08:03.16,28900,28989,open drawer,open,3,drawer,8,['drawer'],[8],5.0134,10005.0134,open--drawer,pull4,pull,4,1,1,3,1
P01_05_135,P01,P01_05,00:08:03.930,00:08:03.18,00:08:04.55,28990,29073,take knife,take,0,knife,4,['knife'],[4],5.0135,10005.0135,take--knife,pick3,pick,3,4,4,7,3
P01_05_140,P01,P01_05,00:08:27.969,00:08:27.63,00:08:28.93,30457,30535,put down knife,put-down,1,knife,4,['knife'],[4],5.014,10005.014,put-down--knife,place3,place,3,5,3,8,2
P01_05_145,P01,P01_05,00:08:43.440,00:08:43.08,00:08:44.13,31384,31447,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],5.0145,10005.0145,put-down--board:cutting,place1,place,1,3,3,5,2
P01_05_151,P01,P01_05,00:09:02.850,00:09:03.06,00:09:04.81,32583,32688,open drawer,open,3,drawer,8,['drawer'],[8],5.0151,10005.0151,open--drawer,pull4,pull,4,1,1,3,1
P01_05_152,P01,P01_05,00:09:05.370,00:09:04.56,00:09:06.07,32673,32764,take fork,take,0,fork,14,['fork'],[14],5.0152,10005.0152,take--fork,pick3,pick,3,4,4,21,3
P01_05_153,P01,P01_05,00:09:06.370,00:09:06.05,00:09:06.89,32762,32813,close drawer,close,4,drawer,8,['drawer'],[8],5.0153,10005.0153,close--drawer,push0,push,0,2,2,9,0
P01_05_154,P01,P01_05,00:09:08.149,00:09:07.36,00:09:09.32,32841,32959,put down fork,put-down,1,fork,14,['fork'],[14],5.0154,10005.0154,put-down--fork,place3,place,3,5,3,22,2
P01_05_156,P01,P01_05,00:09:26.070,00:09:24.60,00:09:27.04,33876,34022,open bottle,open,3,bottle,15,['bottle'],[15],5.0156,10005.0156,open--bottle,pull3,pull,3,20,1,39,1
P01_05_158,P01,P01_05,00:09:30.110,00:09:29.00,00:09:42.30,34140,34938,pour water into bottle,pour-into,9,water,27,"['water', 'bottle']","[27, 15]",5.0158,10005.0158,pour-into--water,hold1,hold,1,10,8,16,7
P01_05_159,P01,P01_05,00:09:41.959,00:09:41.98,00:09:42.98,34918,34978,turn off tap,turn-off,8,tap,0,['tap'],[0],5.0159,10005.0159,turn-off--tap,press0,press,0,6,5,10,4
P01_05_164,P01,P01_05,00:10:49.250,00:10:49.63,00:10:50.68,38977,39040,open bin,open,3,bin,36,['bin'],[36],5.0164,10005.0164,open--bin,uplift2,uplift,2,14,9,30,1
P01_05_170,P01,P01_05,00:11:19.079,00:11:18.77,00:11:19.69,40726,40781,turn off tap,turn-off,8,tap,0,['tap'],[0],5.017,10005.017,turn-off--tap,press0,press,0,6,5,10,4
P01_05_173,P01,P01_05,00:11:32.500,00:11:31.76,00:11:32.40,41505,41544,adjust hob,adjust,17,hob,24,['hob'],[24],5.0173,10005.0173,adjust--hob,rotate3,rotate,3,13,6,26,9
P01_05_176,P01,P01_05,00:11:46.160,00:11:45.86,00:11:46.95,42351,42417,adjust hob,adjust,17,hob,24,['hob'],[24],5.0176,10005.0176,adjust--hob,rotate3,rotate,3,13,6,26,9
P01_05_183,P01,P01_05,00:13:00.089,00:13:00.42,00:13:01.28,46825,46876,open drawer,open,3,drawer,8,['drawer'],[8],5.0183,10005.0183,open--drawer,pull4,pull,4,1,1,3,1
P01_05_186,P01,P01_05,00:13:11.620,00:13:09.44,00:13:10.21,47366,47412,take spoon,take,0,spoon,1,['spoon'],[1],5.0186,10005.0186,take--spoon,pick3,pick,3,4,4,24,3
P01_05_188,P01,P01_05,00:13:19.360,00:13:19.81,00:13:20.55,47988,48033,put down spoon,put-down,1,spoon,1,['spoon'],[1],5.0188,10005.0188,put-down--spoon,place3,place,3,5,3,25,2
P01_05_191,P01,P01_05,00:15:11.020,00:15:10.05,00:15:11.73,54603,54703,adjust hob,adjust,17,hob,24,['hob'],[24],5.0191,10005.0191,adjust--hob,rotate3,rotate,3,13,6,26,9
